Day of Production,Oil Rate (mbd),Water Cut (%),GOR (scf/stb),Water Rate (mbd),Liquid Rate (mbd),Gas Rate (mscf)
1513,Pu-02,12.9365363,50.73600197,1929.000047,13.32307887,26.25961517,24954.57914
1513,Pu-03,6.042295083,1.535,4095,0.094195125,6.136490208,24743.19837
1513,Pu-04,6.220968564,8.843999726,5975,0.603561412,6.824529976,37170.28717
1513,Pu-05,10.5465571,1.152,5034,0.122912287,10.66946939,53091.36845
1513,Co-01,22.2943314,43.40000034,876,17.09494693,39.38927832,19529.8343
1513,Co-02,4.965934347,20.9,664,1.312111604,6.278045951,3297.380407
1513,Ga-01,4.719247885,47.65999757,1250,4.297274212,9.016522097,5899.059856
1513,Ga-02,8.17995437,36.38000028,1250,4.677565916,12.85752029,10224.94296
1513,Ga-03,6.575382687,43.4900025,1250,5.060403861,11.63578655,8219.228359
1513,Ga-04,3.103834363,11.88999717,1250,0.418846676,3.522681038,3879.792953
1513,Cr-01,2.257840813,43.72178761,1476,1.754086213,4.011927026,3332.57304
1513,Cr-02,2.505021758,50.61800253,1250,2.567721117,5.072742874,3131.277197
1513,Pd-01,1.600465146,0.162,3765,0.002596961,1.603062107,6025.751275
1513,Pd-02,6.101859363,46.01799969,3765,5.201647969,11.30350733,22973.5005
1514,Pu-01,2.786639409,73.41900197,3419,7.696937641,10.48357705,9527.520141
1514,Pu-02,12.93220808,50.73800197,1929.000047,13.31968709,26.25189517,24946.23
1514,Pu-03,6.040273493,1.54,4095,0.094475129,6.134748621,24734.91995
1514,Pu-04,6.218887194,8.851999726,5975,0.603958261,6.822845455,37157.85098
1514,Pu-05,10.54302851,1.155,5034,0.12319488,10.66622339,53073.60549
1514,Co-01,22.28984882,43.45000034,876,17.1263297,39.41617852,19525.90756
1514,Co-02,4.964935879,20.95,664,1.315817921,6.2807538,3296.717423
1514,Ga-01,4.716711731,47.67999757,1250,4.29840966,9.015121391,5895.889664
1514,Ga-02,8.176057997,36.39000028,1250,4.677358184,12.85341618,10220.0725
1514,Ga-03,6.572808999,43.4950025,1250,5.059452377,11.63226138,8216.011249
1514,Ga-04,3.102166342,11.89499717,1250,0.418821391,3.520987733,3877.707928
1514,Cr-01,2.254864656,43.72278761,1476,1.751845272,4.006709928,3328.180232
1514,Cr-02,2.501719781,50.61900253,1250,2.564439085,5.066158866,3127.149726
1514,Pd-01,1.600143351,0.163,3765,0.002612492,1.602755843,6024.539716
1514,Pd-02,6.100632502,46.01899969,3765,5.200811463,11.30144396,22968.88137
1515,Pu-01,2.785707074,73.42000197,3419,7.694756735,10.48046381,9524.332487
1515,Pu-02,12.92788131,50.74000197,1929.000047,13.31629617,26.24417748,24937.88366
1515,Pu-03,6.038252578,1.545,4095,0.094754967,6.133007545,24726.64431
1515,Pu-04,6.216806521,8.859999726,5975,0.604354882,6.821161402,37145.41896
1515,Pu-05,10.53950109,1.158,5034,0.12347729,10.66297838,53055.84848
1515,Co-01,22.28536714,43.50000034,876,17.15776078,39.44312792,19521.98162
1515,Co-02,4.963937611,21,664,1.319527719,6.28346533,3296.054574
1515,Ga-01,4.71417694,47.69999757,1250,4.299545279,9.013722219,5892.721175
1515,Ga-02,8.17216348,36.40000028,1250,4.677150224,12.8493137,10215.20435
1515,Ga-03,6.570236319,43.5000025,1250,5.058501044,11.62873736,8212.795398
1515,Ga-04,3.100499218,11.89999717,1250,0.418796036,3.519295254,3875.624023
1515,Cr-01,2.251892422,43.72378761,1476,1.749607193,4.001499615,3323.793215
1515,Cr-02,2.498422157,50.62000253,1250,2.561161248,5.059583405,3123.027696
1515,Pd-01,1.59982162,0.164,3765,0.002628017,1.602449638,6023.3284
1515,Pd-02,6.099405887,46.01999969,3765,5.19997509,11.29938098,22964.26316
1516,Pu-01,2.784775051,73.42100197,3419,7.692576457,10.47735151,9521.1459
1516,Pu-02,12.92355599,50.74200197,1929.000047,13.31290612,26.23646211,24929.54011
1516,Pu-03,6.03623234,1.55,4095,0.095034638,6.131266979,24718.37143
1516,Pu-04,6.214726543,8.867999726,5975,0.604751274,6.819477817,37132.9911
1516,Pu-05,10.53597485,1.161,5034,0.123759516,10.65973437,53038.09741
1516,Co-01,22.28088637,43.55000034,876,17.1892403,39.47012666,19518.05646
1516,Co-02,4.962939544,21.05,664,1.323241006,6.28618055,3295.391857
1516,Ga-01,4.711643511,47.71999757,1250,4.300681072,9.012324582,5889.554389
1516,Ga-02,8.168270818,36.41000028,1250,4.676942036,12.84521285,10210.33852
1516,Ga-03,6.567664645,43.5050025,1250,5.057549863,11.62521451,8209.580806
1516,Ga-04,3.09883299,11.90499717,1250,0.418770609,3.517603599,3873.541237
1516,Cr-01,2.248924106,43.72478761,1476,1.747371973,3.996296079,3319.411981
1516,Cr-02,2.49512888,50.62100253,1250,2.557887601,5.05301648,3118.9111
1516,Pd-01,1.599499954,0.165,3765,0.002643537,1.602143491,6022.117328
1516,Pd-02,6.098179518,46.02099969,3765,5.199138852,11.29731837,22959.64589
1517,Pu-01,2.78384334,73.42200197,3419,7.690396806,10.47424015,9517.960379
1517,Pu-02,12.91923211,50.74400197,1929.000047,13.30951693,26.22874904,24921.19935
1517,Pu-03,6.034212778,1.555,4095,0.095314144,6.129526922,24710.10133
1517,Pu-04,6.212647262,8.875999726,5975,0.605147439,6.817794701,37120.56739
1517,Pu-05,10.5324498,1.164,5034,0.124041559,10.65649136,53020.35228
1517,Co-01,22.27640649,43.60000034,876,17.22076838,39.49717487,19514.13209
1517,Co-02,4.961941678,21.1,664,1.326957787,6.288899465,3294.729274
1517,Ga-01,4.709111444,47.73999757,1250,4.301817038,9.010928481,5886.389304
1517,Ga-02,8.16438001,36.42000028,1250,4.67673362,12.84111363,10205.47501
1517,Ga-03,6.565093978,43.5100025,1250,5.056598833,11.62169281,8206.367472
1517,Ga-04,3.097167657,11.90999717,1250,0.418745111,3.515912769,3871.459572
1517,Cr-01,2.245959703,43.72578761,1476,1.745139608,3.991099311,3315.036522
1517,Cr-02,2.491839944,50.62200253,1250,2.554618138,5.046458081,3114.799929
1517,Pd-01,1.599178353,0.166,3765,0.00265905,1.601837403,6020.9065
1517,Pd-02,6.096953397,46.02199969,3765,5.198302747,11.29525614,22955.02954
1518,Pu-01,2.78291194,73.42300197,3419,7.688217782,10.47112972,9514.775923
1518,Pu-02,12.91490968,50.74600197,1929.000047,13.30612861,26.22103829,24912.86138
1518,Pu-03,6.032193892,1.56,4095,0.095593483,6.127787375,24701.83399
1518,Pu-04,6.210568676,8.883999726,5975,0.605543376,6.816112052,37108.14784
1518,Pu-05,10.52892592,1.167,5034,0.12432342,10.65324934,53002.61309
1518,Co-01,22.27192752,43.65000034,876,17.25234516,39.52427268,19510.20851
1518,Co-02,4.960944012,21.15,664,1.33067807,6.291622082,3294.066824
1518,Ga-01,4.706580737,47.75999757,1250,4.302953179,9.009533916,5883.225921
1518,Ga-02,8.160491056,36.43000028,1250,4.676524976,12.83701603,10200.61382
1518,Ga-03,6.562524317,43.5150025,1250,5.055647955,11.61817227,8203.155396
1518,Ga-04,3.09550322,11.91499717,1250,0.418719543,3.514222762,3869.379024
1518,Cr-01,2.242999208,43.72678761,1476,1.742910095,3.985909302,3310.66683
1518,Cr-02,2.488555343,50.62300253,1250,2.551352854,5.039908197,3110.694178
1518,Pd-01,1.598856817,0.167,3765,0.002674557,1.601531374,6019.695915
1518,Pd-02,6.095727521,46.02299969,3765,5.197466776,11.2931943,22950.41412
1519,Pu-01,2.781980852,73.42400197,3419,7.686039385,10.46802024,9511.592534
1519,Pu-02,12.9105887,50.74800197,1929.000047,13.30274114,26.21332984,24904.52621
1519,Pu-03,6.030175681,1.565,4095,0.095872656,6.126048337,24693.56941
1519,Pu-04,6.208490785,8.891999726,5975,0.605939085,6.814429871,37095.73244
1519,Pu-05,10.52540322,1.17,5034,0.124605097,10.65000832,52984.87983
1519,Co-01,22.26744944,43.70000034,876,17.28397077,39.55142021,19506.28571
1519,Co-02,4.959946547,21.2,664,1.334401863,6.29434841,3293.404507
1519,Ga-01,4.70405139,47.77999757,1250,4.304089497,9.008140887,5880.064238
1519,Ga-02,8.156603954,36.44000028,1250,4.676316105,12.83292006,10195.75494
1519,Ga-03,6.559955662,43.5200025,1250,5.054697229,11.61465289,8199.944577
1519,Ga-04,3.093839676,11.91999717,1250,0.418693903,3.51253358,3867.299595
1519,Cr-01,2.240042614,43.72778761,1476,1.74068343,3.980726044,3306.302899
1519,Cr-02,2.485275071,50.62400253,1250,2.548091744,5.033366815,3106.593839
1519,Pd-01,1.598535345,0.168,3765,0.002690059,1.601225404,6018.485573
1519,Pd-02,6.094501893,46.02399969,3765,5.196630939,11.29113283,22945.79963
1520,Pu-01,2.781050076,73.42500197,3419,7.683861614,10.46491169,9508.410209
1520,Pu-02,12.90626916,50.75000197,1929.000047,13.29935455,26.20562371,24896.19382
1520,Pu-03,6.028158145,1.57,4095,0.096151664,6.124309809,24685.3076
1520,Pu-04,6.20641359,8.899999726,5975,0.606334567,6.812748158,37083.3212
1520,Pu-05,10.52188171,1.173,5034,0.124886592,10.6467683,52967.15251
1520,Co-01,22.26297227,43.75000034,876,17.31564534,39.57861761,19502.36371
1520,Co-02,4.958949282,21.25,664,1.338129171,6.297078454,3292.742323
1520,Ga-01,4.701523403,47.79999757,1250,4.305225991,9.006749394,5876.904254
1520,Ga-02,8.152718703,36.45000028,1250,4.676107007,12.82882571,10190.89838
1520,Ga-03,6.557388012,43.5250025,1250,5.053746654,11.61113467,8196.735015
1520,Ga-04,3.092177027,11.92499717,1250,0.418668193,3.51084522,3865.221284
1520,Cr-01,2.237089918,43.72878761,1476,1.738459609,3.975549527,3301.944719
1520,Cr-02,2.481999124,50.62500253,1250,2.544834802,5.026833926,3102.498904
1520,Pd-01,1.598213938,0.169,3765,0.002705554,1.600919492,6017.275475
1520,Pd-02,6.09327651,46.02499969,3765,5.195795236,11.28907175,22941.18606
1521,Pu-01,2.780119611,73.42600197,3419,7.68168447,10.46180408,9505.228949
1521,Pu-02,12.90195107,50.75200197,1929.000047,13.29596881,26.19791988,24887.86422
1521,Pu-03,6.026141285,1.575,4095,0.096430506,6.12257179,24677.04856
1521,Pu-04,6.20433709,8.907999726,5975,0.606729822,6.811066912,37070.91411
1521,Pu-05,10.51836137,1.176,5034,0.125167904,10.64352927,52949.43111
1521,Co-01,22.258496,43.80000034,876,17.34736901,39.60586501,19498.4425
1521,Co-02,4.957952218,21.3,664,1.341860003,6.299812222,3292.080273
1521,Ga-01,4.698996774,47.81999757,1250,4.306362664,9.005359439,5873.745968
1521,Ga-02,8.148835303,36.46000028,1250,4.675897682,12.82473299,10186.04413
1521,Ga-03,6.554821368,43.5300025,1250,5.052796232,11.6076176,8193.526709
1521,Ga-04,3.090515271,11.92999717,1250,0.418642412,3.509157684,3863.144089
1521,Cr-01,2.234141114,43.72978761,1476,1.736238629,3.970379743,3297.592284
1521,Cr-02,2.478727494,50.62600253,1250,2.541582024,5.020309518,3098.409368
1521,Pd-01,1.597892595,0.17,3765,0.002721043,1.600613638,6016.06562
1521,Pd-02,6.092051375,46.02599969,3765,5.194959666,11.28701104,22936.57343
1522,Pu-01,2.779189457,73.42700197,3419,7.679507953,10.45869741,9502.048753
1522,Pu-02,12.89763442,50.75400197,1929.000047,13.29258394,26.19021836,24879.5374
1522,Pu-03,6.024125099,1.58,4095,0.096709182,6.12083428,24668.79228
1522,Pu-04,6.202261285,8.915999726,5975,0.607124849,6.809386134,37058.51118
1522,Pu-05,10.5148422,1.179,5034,0.125449034,10.64029124,52931.71565
1522,Co-01,22.25402063,43.85000034,876,17.37914191,39.63316253,19494.52207
1522,Co-02,4.956955355,21.35,664,1.345594365,6.30254972,3291.418356
1522,Ga-01,4.696471503,47.83999757,1250,4.307499517,9.00397102,5870.589379
1522,Ga-02,8.144953753,36.47000028,1250,4.675688131,12.82064188,10181.19219
1522,Ga-03,6.552255727,43.5350025,1250,5.05184596,11.60410169,8190.319659
1522,Ga-04,3.088854409,11.93499717,1250,0.418616561,3.50747097,3861.068011
1522,Cr-01,2.231196197,43.73078761,1476,1.734020485,3.965216682,3293.245587
1522,Cr-02,2.475460177,50.62700253,1250,2.538333403,5.01379358,3094.325222
1522,Pd-01,1.597571317,0.171,3765,0.002736526,1.600307843,6014.856009
1522,Pd-02,6.090826485,46.02699969,3765,5.194124231,11.28495072,22931.96172
1523,Pu-01,2.778259614,73.42800197,3419,7.677332061,10.45559168,9498.869621
1523,Pu-02,12.89331921,50.75600197,1929.000047,13.28919994,26.18251915,24871.21337
1523,Pu-03,6.022109587,1.585,4095,0.096987692,6.119097279,24660.53876
1523,Pu-04,6.200186174,8.923999726,5975,0.607519649,6.807705823,37046.11239
1523,Pu-05,10.51132422,1.182,5034,0.125729981,10.6370542,52914.00611
1523,Co-01,22.24954615,43.90000034,876,17.41096417,39.66051032,19490.60243
1523,Co-02,4.955958692,21.4,664,1.349332265,6.305290956,3290.756571
1523,Ga-01,4.693947589,47.85999757,1250,4.30863655,9.002584139,5867.434487
1523,Ga-02,8.141074052,36.48000028,1250,4.675478353,12.81655241,10176.34257
1523,Ga-03,6.549691092,43.5400025,1250,5.050895841,11.60058693,8187.113865
1523,Ga-04,3.087194438,11.93999717,1250,0.418590639,3.505785077,3858.993048
1523,Cr-01,2.228255162,43.73178761,1476,1.731805176,3.960060337,3288.904618
1523,Cr-02,2.472197167,50.62800253,1250,2.535088934,5.007286102,3090.246459
1523,Pd-01,1.597250104,0.172,3765,0.002752004,1.600002107,6013.64664
1523,Pd-02,6.089601842,46.02799969,3765,5.193288928,11.28289077,22927.35093
1524,Pu-01,2.777330083,73.42900197,3419,7.675156796,10.45248688,9495.691553
1524,Pu-02,12.88900545,50.75800197,1929.000047,13.28581679,26.17482224,24862.89213
1524,Pu-03,6.02009475,1.59,4095,0.097266037,6.117360787,24652.288
1524,Pu-04,6.198111757,8.931999726,5975,0.607914222,6.806025979,37033.71775
1524,Pu-05,10.50780741,1.185,5034,0.126010745,10.63381815,52896.3025
1524,Co-01,22.24507258,43.95000034,876,17.44283592,39.6879085,19486.68358
1524,Co-02,4.954962229,21.45,664,1.353073709,6.308035937,3290.09492
1524,Ga-01,4.691425032,47.87999757,1250,4.309773765,9.001198797,5864.28129
1524,Ga-02,8.137196199,36.49000028,1250,4.67526835,12.81246455,10171.49525
1524,Ga-03,6.54712746,43.5450025,1250,5.049945873,11.59707333,8183.909325
1524,Ga-04,3.08553536,11.94499717,1250,0.418564647,3.504100007,3856.9192
1524,Cr-01,2.225318003,43.73278761,1476,1.729592696,3.954910699,3284.569372
1524,Cr-02,2.468938458,50.62900253,1250,2.531848613,5.000787071,3086.173073
1524,Pd-01,1.596928955,0.173,3765,0.002767475,1.59969643,6012.437515
1524,Pd-02,6.088377445,46.02899969,3765,5.19245376,11.2808312,22922.74108
1525,Pu-01,2.776400862,73.43000197,3419,7.672982156,10.44938302,9492.514549
1525,Pu-02,12.88469314,50.76000197,1929.000047,13.28243451,26.16712765,24854.57367
1525,Pu-03,6.018080588,1.595,4095,0.097544216,6.115624803,24644.04001
1525,Pu-04,6.196038035,8.939999726,5975,0.608308568,6.804346602,37021.32726
1525,Pu-05,10.50429178,1.188,5034,0.126291327,10.6305831,52878.60481
1525,Co-01,22.24059991,44.00000034,876,17.47475731,39.71535722,19482.76552
1525,Co-02,4.953965967,21.5,664,1.356818704,6.310784671,3289.433402
1525,Ga-01,4.68890383,47.89999757,1250,4.310911162,8.999814992,5861.129787
1525,Ga-02,8.133320193,36.50000028,1250,4.67505812,12.80837831,10166.65024
1525,Ga-03,6.544564831,43.5500025,1250,5.048996057,11.59356089,8180.706039
1525,Ga-04,3.083877174,11.94999717,1250,0.418538584,3.502415758,3854.846467
1525,Cr-01,2.222384716,43.73378761,1476,1.727383042,3.949767758,3280.239841
1525,Cr-02,2.465684045,50.63000253,1250,2.528612433,4.994296478,3082.105056
1525,Pd-01,1.596607871,0.174,3765,0.00278294,1.599390811,6011.228633
1525,Pd-02,6.087153294,46.02999969,3765,5.191618725,11.27877202,22918.13215
1526,Pu-01,2.775471953,73.43100197,3419,7.670808142,10.4462801,9489.338607
1526,Pu-02,12.88038226,50.76200197,1929.000047,13.27905309,26.15943535,24846.25799
1526,Pu-03,6.016067099,1.6,4095,0.097822229,6.113889328,24635.79477
1526,Pu-04,6.193965006,8.947999726,5975,0.608702686,6.802667692,37008.94091
1526,Pu-05,10.50077732,1.191,5034,0.126571727,10.62734905,52860.91304
1526,Co-01,22.23612813,44.05000034,876,17.50672847,39.7428566,19478.84824
1526,Co-02,4.952969904,21.55,664,1.360567259,6.313537163,3288.772017
1526,Ga-01,4.686383983,47.91999757,1250,4.312048744,8.998432727,5857.979979
1526,Ga-02,8.129446034,36.51000028,1250,4.674847665,12.8042937,10161.80754
1526,Ga-03,6.542003205,43.5550025,1250,5.048046393,11.5900496,8177.504007
1526,Ga-04,3.082219879,11.95499717,1250,0.418512451,3.500732329,3852.774848
1526,Cr-01,2.219455296,43.73478761,1476,1.725176211,3.944631507,3275.916016
1526,Cr-02,2.462433921,50.63100253,1250,2.52538039,4.987814311,3078.042401
1526,Pd-01,1.596286851,0.175,3765,0.002798399,1.59908525,6010.019994
1526,Pd-02,6.085929389,46.03099969,3765,5.190783824,11.27671321,22913.52415
1527,Pu-01,2.774543354,73.43200197,3419,7.668634753,10.44317811,9486.163728
1527,Pu-02,12.87607283,50.76400197,1929.000047,13.27567253,26.15174536,24837.9451
1527,Pu-03,6.014054283,1.605,4095,0.098100077,6.112154361,24627.55229
1527,Pu-04,6.19189267,8.955999726,5975,0.609096579,6.800989249,36996.55871
1527,Pu-05,10.49726404,1.194,5034,0.126851945,10.62411599,52843.22719
1527,Co-01,22.23165726,44.10000034,876,17.53874953,39.77040679,19474.93176
1527,Co-02,4.951974043,21.6,664,1.364319379,6.316293422,3288.110764
1527,Ga-01,4.68386549,47.93999757,1250,4.31318651,8.997052,5854.831863
1527,Ga-02,8.125573719,36.52000028,1250,4.674636985,12.8002107,10156.96715
1527,Ga-03,6.539442583,43.5600025,1250,5.04709688,11.58653946,8174.303228
1527,Ga-04,3.080563474,11.95999717,1250,0.418486248,3.499049722,3850.704342
1527,Cr-01,2.216529736,43.73578761,1476,1.722972199,3.939501936,3271.597891
1527,Cr-02,2.459188081,50.63200253,1250,2.522152478,4.98134056,3073.985102
1527,Pd-01,1.595965896,0.176,3765,0.002813852,1.598779748,6008.811598
1527,Pd-02,6.08470573,46.03199969,3765,5.189949056,11.27465479,22908.91707
1528,Pu-01,2.773615066,73.43300197,3419,7.66646199,10.44007706,9482.989911
1528,Pu-02,12.87176484,50.76600197,1929.000047,13.27229284,26.14405768,24829.63499
1528,Pu-03,6.012042141,1.61,4095,0.09837776,6.110419902,24619.31257
1528,Pu-04,6.189821029,8.963999726,5975,0.609490244,6.799311272,36984.18065
1528,Pu-05,10.49375194,1.197,5034,0.127131981,10.62088392,52825.54726
1528,Co-01,22.22718728,44.15000034,876,17.57082063,39.79800791,19471.01606
1528,Co-02,4.950978381,21.65,664,1.368075073,6.319053454,3287.449645
1528,Ga-01,4.681348351,47.95999757,1250,4.314324462,8.995672813,5851.685439
1528,Ga-02,8.12170325,36.53000028,1250,4.67442608,12.79612933,10152.12906
1528,Ga-03,6.536882962,43.5650025,1250,5.046147519,11.58303048,8171.103702
1528,Ga-04,3.078907959,11.96499717,1250,0.418459974,3.497367934,3848.634949
1528,Cr-01,2.213608034,43.73678761,1476,1.720771003,3.934379036,3267.285458
1528,Cr-02,2.45594652,50.63300253,1250,2.518928692,4.974875213,3069.93315
1528,Pd-01,1.595645005,0.177,3765,0.0028293,1.598474305,6007.603445
1528,Pd-02,6.083482318,46.03299969,3765,5.189114422,11.27259674,22904.31093
1529,Pu-01,2.772687089,73.43400197,3419,7.664289852,10.43697694,9479.817156
1529,Pu-02,12.86745829,50.76800197,1929.000047,13.268914,26.13637229,24821.32765
1529,Pu-03,6.010030673,1.615,4095,0.098655278,6.108685951,24611.0756
1529,Pu-04,6.18775008,8.971999726,5975,0.609883683,6.797633762,36971.80673
1529,Pu-05,10.49024101,1.2,5034,0.127411834,10.61765284,52807.87324
1529,Co-01,22.2227182,44.20000034,876,17.6029419,39.82566011,19467.10115
1529,Co-02,4.94998292,21.7,664,1.371834347,6.321817267,3286.788659
1529,Ga-01,4.678832564,47.97999757,1250,4.315462602,8.994295166,5848.540705
1529,Ga-02,8.117834623,36.54000028,1250,4.67421495,12.79204957,10147.29328
1529,Ga-03,6.534324343,43.5700025,1250,5.04519831,11.57952265,8167.905429
1529,Ga-04,3.077253334,11.96999717,1250,0.418433631,3.495686965,3846.566668
1529,Cr-01,2.210690182,43.73778761,1476,1.718572618,3.9292628,3262.978709
1529,Cr-02,2.452709232,50.63400253,1250,2.515709027,4.968418259,3065.88654
1529,Pd-01,1.595324179,0.178,3765,0.002844741,1.59816892,6006.395535
1529,Pd-02,6.082259151,46.03399969,3765,5.188279921,11.27053907,22899.7057
1530,Pu-01,2.771759422,73.43500197,3419,7.662118338,10.43387776,9476.645462
1530,Pu-02,12.86315318,50.77000197,1929.000047,13.26553603,26.12868921,24813.0231
1530,Pu-03,6.008019877,1.62,4095,0.098932631,6.106952508,24602.8414
1530,Pu-04,6.185679824,8.979999726,5975,0.610276895,6.795956719,36959.43695
1530,Pu-05,10.48673125,1.203,5034,0.127691506,10.61442276,52790.20514
1530,Co-01,22.21825002,44.25000034,876,17.63511349,39.85336352,19463.18702
1530,Co-02,4.948987658,21.75,664,1.375597209,6.324584867,3286.127805
1530,Ga-01,4.67631813,47.99999757,1250,4.31660093,8.992919059,5845.397662
1530,Ga-02,8.11396784,36.55000028,1250,4.674003595,12.78797144,10142.4598
1530,Ga-03,6.531766726,43.5750025,1250,5.044249252,11.57601598,8164.708407
1530,Ga-04,3.075599599,11.97499717,1250,0.418407217,3.494006816,3844.499498
1530,Cr-01,2.207776177,43.73878761,1476,1.716377041,3.924153218,3258.677637
1530,Cr-02,2.449476211,50.63500253,1250,2.512493477,4.961969688,3061.845263
1530,Pd-01,1.595003418,0.179,3765,0.002860176,1.597863593,6005.187867
1530,Pd-02,6.08103623,46.03499969,3765,5.187445554,11.26848178,22895.10141
1531,Pu-01,2.770832065,73.43600197,3419,7.659947449,10.43077951,9473.47483
1531,Pu-02,12.85884952,50.77200197,1929.000047,13.26215892,26.12100843,24804.72133
1531,Pu-03,6.006009754,1.625,4095,0.099209818,6.105219572,24594.60994
1531,Pu-04,6.183610261,8.987999726,5975,0.610669881,6.794280141,36947.07131
1531,Pu-05,10.48322267,1.206,5034,0.127970996,10.61119367,52772.54294
1531,Co-01,22.21378274,44.30000034,876,17.66733553,39.88111828,19459.27368
1531,Co-02,4.947992597,21.8,664,1.379363665,6.327356263,3285.467085
1531,Ga-01,4.673805046,48.01999757,1250,4.317739447,8.991544493,5842.256308
1531,Ga-02,8.110102898,36.56000028,1250,4.673792017,12.78389491,10137.62862
1531,Ga-03,6.52921011,43.5800025,1250,5.043300347,11.57251046,8161.512637
1531,Ga-04,3.073946752,11.97999717,1250,0.418380734,3.492327486,3842.43344
1531,Cr-01,2.204866012,43.73978761,1476,1.714184269,3.919050282,3254.382234
1531,Cr-02,2.446247451,50.63600253,1250,2.509282037,4.955529489,3057.809314
1531,Pd-01,1.594682721,0.18,3765,0.002875605,1.597558326,6003.980443
1531,Pd-02,6.079813555,46.03599969,3765,5.186611321,11.26642488,22890.49804
1532,Pu-01,2.769905018,73.43700197,3419,7.657777185,10.4276822,9470.305258
1532,Pu-02,12.85454729,50.77400197,1929.000047,13.25878267,26.11332996,24796.42233
1532,Pu-03,6.004000304,1.63,4095,0.09948684,6.103487144,24586.38124
1532,Pu-04,6.18154139,8.995999726,5975,0.61106264,6.79260403,36934.70981
1532,Pu-05,10.47971527,1.209,5034,0.128250304,10.60796557,52754.88666
1532,Co-01,22.20931636,44.35000034,876,17.69960816,39.90892453,19455.36113
1532,Co-02,4.946997736,21.85,664,1.383133724,6.33013146,3284.806497
1532,Ga-01,4.671293314,48.03999757,1250,4.318878155,8.990171468,5839.116642
1532,Ga-02,8.106239798,36.57000028,1250,4.673580214,12.77982001,10132.79975
1532,Ga-03,6.526654494,43.5850025,1250,5.042351593,11.56900609,8158.318118
1532,Ga-04,3.072294793,11.98499717,1250,0.418354181,3.490648974,3840.368491
1532,Cr-01,2.201959684,43.74078761,1476,1.711994298,3.913953982,3250.092493
1532,Cr-02,2.443022948,50.63700253,1250,2.506074702,4.94909765,3053.778684
1532,Pd-01,1.594362088,0.181,3765,0.002891028,1.597253116,6002.773261
1532,Pd-02,6.078591126,46.03699969,3765,5.185777221,11.26436835,22885.89559
1533,Pu-01,2.768978282,73.43800197,3419,7.655607545,10.42458583,9467.136747
1533,Pu-02,12.8502465,50.77600197,1929.000047,13.25540728,26.10565378,24788.12611
1533,Pu-03,6.001991525,1.635,4095,0.099763698,6.101755223,24578.1553
1533,Pu-04,6.179473211,9.003999726,5975,0.611455173,6.790928385,36922.35244
1533,Pu-05,10.47620904,1.212,5034,0.12852943,10.60473847,52737.23629
1533,Co-01,22.20485088,44.40000034,876,17.73193152,39.9367824,19451.44937
1533,Co-02,4.946003075,21.9,664,1.386907392,6.332910468,3284.146042
1533,Ga-01,4.668782931,48.05999757,1250,4.320017054,8.988799985,5835.978663
1533,Ga-02,8.102378538,36.58000028,1250,4.673368188,12.77574673,10127.97317
1533,Ga-03,6.524099879,43.5900025,1250,5.04140299,11.56550287,8155.124849
1533,Ga-04,3.070643722,11.98999717,1250,0.418327558,3.48897128,3838.304653
1533,Cr-01,2.199057186,43.74178761,1476,1.709807125,3.908864311,3245.808407
1533,Cr-02,2.439802694,50.63800253,1250,2.502871467,4.942674162,3049.753368
1533,Pd-01,1.59404152,0.182,3765,0.002906445,1.596947965,6001.566322
1533,Pd-02,6.077368943,46.03799969,3765,5.184943254,11.2623122,22881.29407
1534,Pu-01,2.768051856,73.43900197,3419,7.653438529,10.42149038,9463.969296
1534,Pu-02,12.84594715,50.77800197,1929.000047,13.25203275,26.0979799,24779.83266
1534,Pu-03,5.999983419,1.64,4095,0.10004039,6.10002381,24569.9321
1534,Pu-04,6.177405725,9.011999726,5975,0.61184748,6.789253205,36909.99921
1534,Pu-05,10.47270398,1.215,5034,0.128808375,10.60151235,52719.59182
1534,Co-01,22.20038629,44.45000034,876,17.76430575,39.96469204,19447.53839
1534,Co-02,4.945008614,21.95,664,1.390684678,6.335693292,3283.48572
1534,Ga-01,4.666273897,48.07999757,1250,4.321156146,8.987430043,5832.842371
1534,Ga-02,8.098519116,36.59000028,1250,4.673155938,12.77167505,10123.1489
1534,Ga-03,6.521546264,43.5950025,1250,5.04045454,11.5620008,8151.93283
1534,Ga-04,3.068993539,11.99499717,1250,0.418300865,3.487294404,3836.241923
1534,Cr-01,2.196158515,43.74278761,1476,1.707622745,3.90378126,3241.529968
1534,Cr-02,2.436586686,50.63900253,1250,2.499672326,4.936259012,3045.733357
1534,Pd-01,1.593721016,0.183,3765,0.002921856,1.596642873,6000.359626
1534,Pd-02,6.076147006,46.03899969,3765,5.184109421,11.26025643,22876.69348
1535,Pu-01,2.76712574,73.44000197,3419,7.651270137,10.41839588,9460.802905
1535,Pu-02,12.84164924,50.78000197,1929.000047,13.24865908,26.09030832,24771.54199
1535,Pu-03,5.997975985,1.645,4095,0.100316918,6.098292904,24561.71166
1535,Pu-04,6.17533893,9.019999726,5975,0.612239561,6.787578491,36897.65011
1535,Pu-05,10.46920009,1.218,5034,0.129087138,10.59828723,52701.95325
1535,Co-01,22.1959226,44.50000034,876,17.79673098,39.99265358,19443.6282
1535,Co-02,4.944014353,22,664,1.394465587,6.33847994,3282.825531
